name,author,price,words,description,date,language,category
The Person and Work of the Holy Spirit,Riaan Engelbrecht,5.0,116200.0,"This is an in-depth study guide into the Holy Spirit, who is not a mere force. He is not energy. The Holy Spirit is a person and part of the Trinity along with the Father and the Son. God is Sovereign, and just so God wills and moves according to His will. Just so, the Spirit of the Lord moves and acts never out of His own accord, but always follows the leading of the Father. So the Spirit is...",2021.0,English.,» Christian Ministry / Preaching
Building Blocks of Faith: Capstone,Riaan Engelbrecht,5.0,117880.0,"Just as one's DNA is made of chemical building blocks called nucleotides, just so our spiritual composition is made up of building blocks. And such blocks all should form part of the foundation of our faith, with Jesus being the cornerstone. Our entire lives should be built upon Christ, and everything else should flow from God. For a true believer to survive the storms of life, while also...",2022.0,English.,» Christian Ministry / General
Building Blocks of Faith: Capstone,Riaan Engelbrecht,5.0,117880.0,"Just as one's DNA is made of chemical building blocks called nucleotides, just so our spiritual composition is made up of building blocks. And such blocks all should form part of the foundation of our faith, with Jesus being the cornerstone. Our entire lives should be built upon Christ, and everything else should flow from God. For a true believer to survive the storms of life, while also...",2022.0,English.,» Christian Ministry / General
Just Us,C. M. Kent,5.49,80880.0,"Life is a dream for Kristie and Enrique. They are just moving in together, full of excitement for what the future holds, and so in love. Sadly their perfect life together hits challenging times, causing Enrique’s deep-rooted issues to rise to the surface, making it almost impossible for him to run from them anymore. Thankfully, he has Kristie, but can she guide him through his darkness?",2023.0,AmericanEnglish.,» Billionaires
Tales of Love Romance and Marriage,Wanda Peters,5.95,58630.0,"Not every great love ends in marriage, Not all marriages end in love.  Sometimes you need to find love outside of marriage.  These are such stories.",2023.0,English.,» Contemporary
Tales of Love Romance and Marriage,Wanda Peters,5.95,58630.0,"Not every great love ends in marriage, Not all marriages end in love.  Sometimes you need to find love outside of marriage.  These are such stories.",2023.0,English.,» Contemporary
Tales of Love Romance and Marriage,Wanda Peters,5.95,58630.0,"Not every great love ends in marriage, Not all marriages end in love.  Sometimes you need to find love outside of marriage.  These are such stories.",2023.0,English.,» Contemporary
The Soul Eater,M.D. LaBelle,5.99,80050.0,"10 years earlier, Jason Hathaway drives down a dark deserted road on his way home from his nephew's birthday party, when he sees a red-haired woman walking alongside the road. Picking her up, he finds out that she is not what he thinks she is. Instead, he ends up losing his soul. Spending the next 10 years of his life looking over his shoulder, he eventually comes to the realization that the...",2023.0,English.,» Gothic
Your Future in 2022,Suzanne White,5.99,43730.0,"SUZANNE WHITE HAS DONE IT AGAIN!!! Her World Famous Best Selling Yearly Horoscopes are back for 2022 – The Year of the WATER TIGER. What's in store for each of the 24 signs? (Aries thru Pisces & Rat thru Pig) In the next twelve months, will you be healthy? Get rich? Fall in Love? Land a plum job? Get a pet? Get married? Get a new car or a new baby? Suzanne White's Tiger year forecasts are not...",2022.0,English.,» Astrology / eastern
Your Future in 2022,Suzanne White,5.99,43730.0,"SUZANNE WHITE HAS DONE IT AGAIN!!! Her World Famous Best Selling Yearly Horoscopes are back for 2022 – The Year of the WATER TIGER. What's in store for each of the 24 signs? (Aries thru Pisces & Rat thru Pig) In the next twelve months, will you be healthy? Get rich? Fall in Love? Land a plum job? Get a pet? Get married? Get a new car or a new baby? Suzanne White's Tiger year forecasts are not...",2022.0,English.,» Astrology / eastern
Your Future in 2022,Suzanne White,5.99,43730.0,"SUZANNE WHITE HAS DONE IT AGAIN!!! Her World Famous Best Selling Yearly Horoscopes are back for 2022 – The Year of the WATER TIGER. What's in store for each of the 24 signs? (Aries thru Pisces & Rat thru Pig) In the next twelve months, will you be healthy? Get rich? Fall in Love? Land a plum job? Get a pet? Get married? Get a new car or a new baby? Suzanne White's Tiger year forecasts are not...",2022.0,English.,» Astrology / eastern
The Barry Special Bear with Autism - Barry Meets New Friends,Adam Buckley,6.99,0.0,"""The Barry Special Bear With Autism"" is a heartwarming children's book about a bear named Barry who has trouble making friends due to his autism. He struggles with sensory issues, specifically with light and sounds, which makes it hard for him to socialize with other bears.",2023.0,English.,"» Lepidopterans (butterflies, moths, & caterpillars)"
If I Break 3 Book Bundle,Portia Moore,6.99,253850.0,"Christopher Scott isnewly engaged to Jenna, who saw him through an illness he didn't think he could survive. He's finally settling into the life he's always wanted. Until a woman named Lauren arrives on his doorstep. She's intriguing, beautiful, and, try as he might, he can't stay away. For him to put all the pieces in place, he'll have to follow his heart, and that might cost him everything....",2019.0,English.,» New adult
If I Break 3 Book Bundle,Portia Moore,6.99,253850.0,"Christopher Scott isnewly engaged to Jenna, who saw him through an illness he didn't think he could survive. He's finally settling into the life he's always wanted. Until a woman named Lauren arrives on his doorstep. She's intriguing, beautiful, and, try as he might, he can't stay away. For him to put all the pieces in place, he'll have to follow his heart, and that might cost him everything....",2019.0,English.,» New adult
Le retour de Luther,Tina Folsom,7.99,88900.0,"Après vingt ans d'incarcération dans une prison pour vampires, Luther est enfin libre. Mais alors qu'il se prépare à refermer, une fois pour toutes, ce chapitre de sa vie, un kidnapping le propulse de nouveau dans le monde de Scanguards et dans une confrontation avec les vampires dont il a presque tué les compagnes, deux décennies plus tôt. L'actrice Kimberly Fairfax, « Katie », a tourné le dos...",2023.0,French.,» Witches
La provocatrice d'Amaury,Tina Folsom,7.99,106840.0,"Le vampire Amaury LeSang est maudit. Sa malédiction le contraint à ressentir les émotions de tous à travers une migraine persistante. La seule façon pour lui de pallier la douleur est le sexe. Lorsqu'il rencontre Nina, une petite humaine bagarreuse, un remède à son affection semble être à portée de main : en sa présence, toute douleur disparaît. Malheureusement, Nina a en tête de le tuer car...",2023.0,French.,» Witches
The Weight of Expectations,afroon victor,7.99,3780.0,"""Empowering Young Minds: Overcoming the Most Common Challenges Faced by Today's Youth. From Academic Pressure to Mental Health Issues, Learn How to Overcome Adversity and Build a Bright Future. With Practical Strategies and Inspiring Stories, This Book Offers a Roadmap to Help You Overcome Life's Obstacles and Thrive in Today's World.""",2023.0,English.,» Sociology
Le choix de Thomas,Tina Folsom,7.99,89400.0,"Vampire employé chez Scanguards et maître dans le domaine du contrôle de l'esprit, Thomas est le mentor d'Eddie, le petit nouveau, depuis plus d'un an et en est amoureux depuis tout aussi longtemps. Mais il croit que cet amour ne sera jamais partagé. Tout en patrouillant à travers San Francisco à la recherche de vampires diaboliques, Eddie embrasse Thomas lors d'une tactique de diversion et se...",2023.0,French.,» Witches
Les désirs d'Oliver,Tina Folsom,7.99,93640.0,"Récemment transformé en vampire, Oliver, garde du corps employé chez Scanguards, éprouve des difficultés à contrôler sa soif de sang. Chaque nuit se traduit par une lutte contre la tentation mais, lorsqu'Ursula, la beauté asiatique, lui tombe littéralement dans les bras, il craint de perdre la bataille face à ses démons intérieurs et donc, de succomber à son désir d'hémoglobine. Réduite à l...",2023.0,French.,» Witches
Warrior Unraveled,Tina Folsom,7.99,79100.0,"Scanguards witch Wesley Montgomery is determined to form an alliance between his group and the elusive Stealth Guardians. But Virginia Robson—ex-enforcer, newly minted member of the Stealth Guardian Council, and a woman who gets Wesley's heart pumping in his chest—isn't making it easy for him. The fiery redhead thinks that Wesley was sent by the demons to infiltrate them—a belief that is...",2023.0,English.,» Witches
Special Needs Education : The Pocket Learner - The Ultimate Toolkit for Every Parent and Caregiver of a Child or Adult with Special Educational Needs and Disabilities,Andrea Campbell,7.99,41880.0,"The Pocket Learner is an educational system that the author developed to help her child with special educational needs. This multi-award-winning innovation and is used by families across the globe to help their children build vocabulary, learn to read, and count. The toolkit rests on six pillars characterised by the acronyms: HOPE, FAITH, GENTLE(ness), JOY, LOVE, and PEACE.",2023.0,English.,» People with Disabilities
La partenaire de Gabriel,Tina Folsom,7.99,104380.0,"Maya a été transformée en vampire contre son gré. Gabriel, vampire et garde du corps chez Scanguards, est en charge de la protéger et de retrouver son agresseur. Gabriel n'a jamais eu à chaperonner un corps aussi parfait que celui de Maya. Qui plus est, la vulnérabilité envoûtante et la force de cette dernière font qu'il est difficile de lui résister. Mais Gabriel n'a pas le choix. Malgré la...",2023.0,French.,» Witches
L’identité de Cain,Tina Folsom,7.99,91680.0,"Garde du corps chez Scanguards, Cain lutte contre l'amnésie. Toutefois, le voile sur son passé commence enfin à se lever lorsqu'un mystérieux étranger fait son apparition et révèle la tentative d'assassinat dont Cain a été victime. Ce dernier découvre non seulement qu'il est le puissant roi d'une communauté de vampires, mais qu'il est, de surcroît, fiancé à Faye Duvall, la femme vampire qui...",2023.0,French.,» Witches
La promesse de Blake,Tina Folsom,7.99,90380.0,"Blake Bond, vampire chef de la sécurité des hybrides au sein de Scanguards, et Lilo Schroeder, une humaine, se rencontrent lorsqu'une amie commune, Hannah, disparaît. Alors qu'ils dénouent le mystère de sa disparition, ils découvrent que des vampires malveillants ont élaboré un dangereux complot susceptible de mettre toute vie humaine en péril. Non seulement Blake et Lilo doivent garder une...",2023.0,French.,» Witches
La belle mortelle de Samson,Tina Folsom,7.99,100050.0,"Samson, le vampire célibataire, ne peut plus la lever. Même son psy ne sait pas comment laider. Mais tout change lorsque Delilah, la belle mortelle et audit, tombe dans ses bras après ce qui ressemble à une banale agression. Soudain, les problèmes physiques du vampire sévanouissent, du moins tant que Delilah se trouve dans ses bras. Les scrupules du vampire de mettre Delilah dans son lit...",2023.0,French.,» Witches
La rédemption de Zane,Tina Folsom,7.99,105680.0,"En tant que vampire garde du corps, la dernière mission que Zane souhaite remplir est de surveiller une jeune femme hybride, mi-vampire, mi-humaine, dont le père souhaite préserver la virginité. Connu pour la violence de son tempérament et son manque de compassion, Zane renferme une rage incontrôlable qui provient de la cruauté dont il a été victime durant l'Holocauste. Il est obsédé par un...",2023.0,French.,» Witches
Behind The Shadow: Complete Set: Parts 1-4,Antoinette George,8.5,465150.0,"Georgian Society aristocrat? Astute, wealthy businessman? Ruthless smuggler and pirate? Who was the real Duke of Firle? He'd never found a woman that held his interest for more than a few weeks, until he met HER. Headstrong, unconventional, extremely beautiful, and Francis wanted her. But she despised him... or so she said. Then his sworn enemy caught up with him so would she, could she, save him?",2020.0,English.,» Family sagas
Behind The Shadow: Complete Set: Parts 1-4,Antoinette George,8.5,465150.0,"Georgian Society aristocrat? Astute, wealthy businessman? Ruthless smuggler and pirate? Who was the real Duke of Firle? He'd never found a woman that held his interest for more than a few weeks, until he met HER. Headstrong, unconventional, extremely beautiful, and Francis wanted her. But she despised him... or so she said. Then his sworn enemy caught up with him so would she, could she, save him?",2020.0,English.,» Family sagas
Lead with Impact Practical Tips for Elevating Your Leadership Skills,Robert David,8.95,15420.0,"""Lead with Impact: Practical Tips for Elevating Your Leadership Skills"" is the ultimate guide for leaders looking to enhance their abilities and make a lasting impact in their organization. With a focus on developing essential leadership qualities such as emotional intelligence, collaboration, goal setting, and continuous learning, this comprehensive program provides practical tips and...",2023.0,English.,» Strategic planning
"Who is Satan, really.",Claudius Brown,9.0,10420.0,"Satan is a figure in many religions and mythologies, most notably Christianity and Islam. He is often seen as a powerful, malevolent being who tempts humans to sin and do evil. He is also known as the Devil or Lucifer. The origin of Satan can be traced back to the Hebrew Bible, where he is referred to as ha-Satan (the accuser). In the New Testament, he is described as an angel who rebelled...",2023.0,English.,» Counseling / general
"Who is Satan, really.",Claudius Brown,9.0,10420.0,"Satan is a figure in many religions and mythologies, most notably Christianity and Islam. He is often seen as a powerful, malevolent being who tempts humans to sin and do evil. He is also known as the Devil or Lucifer. The origin of Satan can be traced back to the Hebrew Bible, where he is referred to as ha-Satan (the accuser). In the New Testament, he is described as an angel who rebelled...",2023.0,English.,» Counseling / general
Maimo Kumolintang 普 遍   和 谐,markus,9.75,3910.0,"Maimo Kumolintang 方法是一种便宜、简单但有效的音乐学习方法。 通过简单地拍手，您可以掌握音调和和弦。 使用""Minahasa""文化的教学法，普通人将能够在没有任何音乐天赋甚至听力的情况下演奏音乐。 这是一种未来的音乐教育方式，其理念是音高和谐是运动平衡的一部分。",2023.0,Chinese.,» Ethnomusicology
El Amor de un Granjero: Vivenciando la Biodinámica y el Significado de Comunidad,Walter Moora,9.9,35310.0,El Amor de un Granjero vivenciando la biodinámica y el significado de comunidad.,2023.0,Spanish.,» Agriculture / Organic
The Magic of Chinese Horoscopes,Suzanne White,9.99,132030.0,"THE MAGIC OF CHINESE HOROSCOPES is a classic work of writing genius, agility and humor. This book really sings! And it sings your personal song. Find out who you are and how the Magic of Chinese Horoscopes can enhance your life. SUZANNE WHITE, the High Priestess of Chinese Astrology, sets you on a thrilling roller coaster ride through all 12 Chinese animal signs and what they can mean to you...",2020.0,English.,» Astrology / eastern
El Libro de la Alineación de Chakras para la Salud y la Abundancia,Elena Machado,9.99,2870.0,"¿Está buscando desbloquear el poder de la alineación de los chakras para la salud y la abundancia? Nuestro libro electrónico sobre la alineación de los chakras para la salud y la abundancia es la guía perfecta para ayudarle a conseguirlo. Escrito por un experimentado sanador energético, este completo libro electrónico ofrece instrucciones paso a paso para ayudarle a alinear sus chakras para...",2023.0,Spanish.,» Sacred sexuality
The Power of Play: Optimize Your Joy Potential,Andrea Seydel,9.99,51870.0,"In the book, The Power of Play: Optimize Your Joy Potential, you will discover how igniting joy and uplifting experiences through the power of play can transform your life, help you through challenging times and even lead you on a path to appreciation and great fulfillment. Play positively matters.",2023.0,English.,» Mental health
Los Secretos de la Numerología:Aprende a Usar la Numerología para Tu Ventaja,Francisco Machado,9.99,4810.0,"¿Está buscando una guía para desbloquear el poder de la numerología y utilizarla en su beneficio? ¡Nuestro eBook numerología es el recurso perfecto para usted! Este eBook proporciona una visión general fácil de seguir de los fundamentos de la numerología y cómo aplicarlo a su vida. Con nuestro eBook numerología, usted será capaz de empezar a desentrañar los misterios de la numerología y la...",2023.0,Spanish.,» I ching
Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer,Ivon Valerie,9.99,79830.0,Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer is a comprehensive book written to deepen your spiritual practice through prayer and declaration. This prayer and declaration guide has been created specifically for readers who want to strengthen their bond with God and discover the profound power of praying daily. This book is a must-have for anyone looking to deepen their...,2023.0,English.,» Prayerbooks / Christian
Etherya's Earth Volume II: Books 4-6,Rebecca Hefner,9.99,296590.0,"From USA Today bestselling author Rebecca Hefner The battle against the Dark Lord rages on... Book 4: The Reluctant Savior A complex heroine who doesn't believe in love must choose to save the realm... Book 5: The Impassioned Choice A new villain emerges, threatening the peace the immortals crave. Book 6: The Cryptic Prophecy The next generation of Etherya's Earth begins… Read the sizzling...",2023.0,English.,» Witches
Suzanne White's New Astrology for Lovers,Suzanne White,9.99,114630.0,"This is not your average complicated astrology book. No planets, trines, squares or oppositions to confuse you. New Astrology for Lovers is a guide which examines the compatibilities between the characters of all 24 astrological signs with each other: There are 12 Chinese and 12 western signs.. Suzanne White has matched all pairings of both zodiacs and come up with remarkably accurate results...",2020.0,English.,» Astrology / eastern
Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer,Ivon Valerie,9.99,79830.0,Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer is a comprehensive book written to deepen your spiritual practice through prayer and declaration. This prayer and declaration guide has been created specifically for readers who want to strengthen their bond with God and discover the profound power of praying daily. This book is a must-have for anyone looking to deepen their...,2023.0,English.,» Prayerbooks / Christian
Etherya's Earth Volume II: Books 4-6,Rebecca Hefner,9.99,296590.0,"From USA Today bestselling author Rebecca Hefner The battle against the Dark Lord rages on... Book 4: The Reluctant Savior A complex heroine who doesn't believe in love must choose to save the realm... Book 5: The Impassioned Choice A new villain emerges, threatening the peace the immortals crave. Book 6: The Cryptic Prophecy The next generation of Etherya's Earth begins… Read the sizzling...",2023.0,English.,» Witches
Suzanne White's New Astrology for Lovers,Suzanne White,9.99,114630.0,"This is not your average complicated astrology book. No planets, trines, squares or oppositions to confuse you. New Astrology for Lovers is a guide which examines the compatibilities between the characters of all 24 astrological signs with each other: There are 12 Chinese and 12 western signs.. Suzanne White has matched all pairings of both zodiacs and come up with remarkably accurate results...",2020.0,English.,» Astrology / eastern
Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer,Ivon Valerie,9.99,79830.0,Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer is a comprehensive book written to deepen your spiritual practice through prayer and declaration. This prayer and declaration guide has been created specifically for readers who want to strengthen their bond with God and discover the profound power of praying daily. This book is a must-have for anyone looking to deepen their...,2023.0,English.,» Prayerbooks / Christian
Etherya's Earth Volume II: Books 4-6,Rebecca Hefner,9.99,296590.0,"From USA Today bestselling author Rebecca Hefner The battle against the Dark Lord rages on... Book 4: The Reluctant Savior A complex heroine who doesn't believe in love must choose to save the realm... Book 5: The Impassioned Choice A new villain emerges, threatening the peace the immortals crave. Book 6: The Cryptic Prophecy The next generation of Etherya's Earth begins… Read the sizzling...",2023.0,English.,» Witches
Suzanne White's New Astrology for Lovers,Suzanne White,9.99,114630.0,"This is not your average complicated astrology book. No planets, trines, squares or oppositions to confuse you. New Astrology for Lovers is a guide which examines the compatibilities between the characters of all 24 astrological signs with each other: There are 12 Chinese and 12 western signs.. Suzanne White has matched all pairings of both zodiacs and come up with remarkably accurate results...",2020.0,English.,» Astrology / eastern
How to Escape,Waseem008,10.0,470.0,It contains information for situation  handling in emergency situations,2023.0,BritishEnglish.,» Decision-making & problem solving
How to Escape,Waseem008,10.0,470.0,It contains information for situation  handling in emergency situations,2023.0,BritishEnglish.,» Decision-making & problem solving
How to Escape,Waseem008,10.0,470.0,It contains information for situation  handling in emergency situations,2023.0,BritishEnglish.,» Decision-making & problem solving
Fiancé Visa USA,bruce brown,15.0,24740.0,"If you are currently in a long-distance relationship with your fiancé who is a foreign national living in another country, you can get a K-1 fiancé visa to bring them to the U.S.A so you two can be together. This book walks you through the fiancé visa process IN PLAIN ENGLISH. We are Yuri and Bruce, an international couple who successfully went through this process years ago and have since...",2023.0,English.,» Emigration & Immigration
The Power of Human Sound,Nii Ashaley,15.55,5440.0,The Power of The Human Sound is a piece of literary art that explores the subtleties of those quiet but powerful mechanisms underlying the human sound and the ensuing noble arts of speech and speech making. It will transform you!,2020.0,English.,» New thought
The Power of Human Sound,Nii Ashaley,15.55,5440.0,The Power of The Human Sound is a piece of literary art that explores the subtleties of those quiet but powerful mechanisms underlying the human sound and the ensuing noble arts of speech and speech making. It will transform you!,2020.0,English.,» New thought
The Power of Human Sound,Nii Ashaley,15.55,5440.0,The Power of The Human Sound is a piece of literary art that explores the subtleties of those quiet but powerful mechanisms underlying the human sound and the ensuing noble arts of speech and speech making. It will transform you!,2020.0,English.,» New thought
Airline Pilot Interview,L C Wright,16.99,15650.0,"Preparing for an airline pilot interview can be a daunting experience, whether it's your first time or you're a hardened veteran. That's why this ebook is a must-have for any pilot looking to land their dream job. With a comprehensive guide to the entire application process, including detailed explanations of the different types of questions and how they assess your core competencies, this...",2023.0,English.,» Personal Growth / Success
The Real Werewives of Colorado Box Set Vol. 1 Books 1-3,Kristen Strassel,16.99,141930.0,"Join The Real Werewives for this STEAMY season as cowboy wolves over forty find the curvy mates that will help them save their ranch. 30 Day Mate Will my past steal Saint's future? After a misunderstanding costs me a dream contract for a cooking show on a major network, I'll do whatever it takes to repair my reputation. Even apply to be one of The Real Werewives of Colorado. The dating reality...",2023.0,English.,» Shifters
