name,author,price,words,description,date,language,category
Your Future in 2022,Suzanne White,5.99,"43,730.","SUZANNE WHITE HAS DONE IT AGAIN!!! Her World Famous Best Selling Yearly Horoscopes are back for 2022 – The Year of the WATER TIGER. What's in store for each of the 24 signs? (Aries thru Pisces & Rat thru Pig) In the next twelve months, will you be healthy? Get rich? Fall in Love? Land a plum job? Get a pet? Get married? Get a new car or a new baby? Suzanne White's Tiger year forecasts are not...",2022,English.,» Astrology / eastern
Cancer The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun,Suzanne White,2.99,"21,940.","CANCER - YOUR WESTERN SUN SIGN COMBINED WITH YOUR CHINESE ANIMAL SIGN WILL ASTOUND YOU. THIS BOOK IS AN INGENIOUS BLEND OF CANCER WITH ALL 12 CHINESE ASTROLOGY SIGNS. FIND OUT MORE ABOUT YOUR OWN NEW ASTROLOGY SIGN AND THOSE OF YOUR LOVERS, FRIENDS, FAMILY AND ENEMIES. CANCER - Emotion is the pitfall of Cancer people. As changeable as their ruler, the Moon, these subjects may shift in minutes...",2019,English.,» Astrology / eastern
Aquarius The New Astrology - Chinese and Western Zodiac Signs,Suzanne White,2.99,"18,790.","A Savvy Blend of your Sun Sign with your Chinese Animal Sign. An Aquarius/Dog is not like an Aquarius Rat or Dragon. The New Astrology™ is the creation of world-renowned best-selling author, Suzanne White, who has come up with a revolutionary way of looking at character by blending the signs of both cultures. You will learn a lot about yourself and even more about those you know - or think you...",2017,English.,» Astrology / eastern
Suzanne White's New Astrology for Lovers,Suzanne White,9.99,"114,630.","This is not your average complicated astrology book. No planets, trines, squares or oppositions to confuse you. New Astrology for Lovers is a guide which examines the compatibilities between the characters of all 24 astrological signs with each other: There are 12 Chinese and 12 western signs.. Suzanne White has matched all pairings of both zodiacs and come up with remarkably accurate results...",2020,English.,» Astrology / eastern
Gemini The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"21,290.","GEMINI THE DESCRIPTION OF YOUR SIGN WITH ALL CHINESE SIGNS WILL ASTOUND YOU. A GEMINI/DOG IS FAR MORE AGGRESSIVE THAN A STRONG-MINDED GEMINI/DRAGON. FIND OUT EVERYTHING YOU NEED TO KNOW ABOUT YOURSELF, YOUR FRIENDS, YOUR FAMILY - AND EVEN ABOUT YOUR DARKEST ENEMIES. GEMINI In this new series, Suzanne White cleverly combines your individual western sign with your Chinese Animal sign to describe...",2019,English.,» Astrology / eastern
Gerald's War,Nigel Davies-Williams,4.18,"154,740.","Gerald is 'Missing Feared Killed!' Would he ever get home now he'd lost his lucky mascot, but did he even want to? Gerald Davies, the eponymous hero of the book has a difficult childhood. His mother, suffering from epilepsy, is forced into an asylum by his father who has taken up with a woman half his age. Unknown to Gerald, the person he knows as his aunt is his real mother. It's 1936 and to...",2022,English.,» Military / World War II
Aries The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"20,820.","SUZANNE WHITE'S NEW ASTROLOGY™ BY SUN SIGN SERIES BOOK ONE - ARIES. It's astounding! An Aries born in a Dragon year does not have the same basic character as an Aries/Dog or Aries/Rooster. ARIES is the first of the twelve Western signs. We all know Aries as the Soldier of the western Zodiac. And even though it comes first, Aries is often thought of as the baby of the family. Aries respond to...",2019,English.,» I ching
Travels and Tribulations,Tyrel Nelson,2.99,320.,"In the spring of 2020, Tyrel Nelson lost his mother. And he lost his job in the summer. Isolated by the pandemic and hamstrung by agony, he felt forgotten by the world as it marched on. Unhappy, uneasy, and unemployed, he began picking himself up by putting down his thoughts on a yellow legal pad. Battling through his bereavement on paper proved to be cathartic. But he needed more – a writing...",2022,English.,» Essays & Travelogues
Sump Pump,A.E. Hodge,0,"11,270.","Things couldn’t get much worse for Gary Crawford. Once a big-shot lawyer at a major firm, Gary left his job and moved to the country after a heart attack, hoping to find a new life free of stress. Big mistake. The new house is in shambles. Spiderwebs cover everything, and the spiders are so numerous he finds them in his cereal and in his bed at night. And now, the latest problem. The sump pump...",2015,English.,» Gothic
The Coded World,A.R. Knight,3.99,"84,190.","Gamma fought to save humanity. Now he’s having second thoughts. Dive into The Coded World, the thrilling conclusion to the far future action adventure trilogy The Far Horizons. A science fiction series delving into the dangerous dance between humans and their grand designs, The Far Horizons is a fast-paced trip you haven’t taken before.",2023,English.,» High tech
"Enough Overthinking: 11 Insane Ways Overthinking Can Affect Your Health,  Destroy Your Happiness, and Steal Your Joy  – and How to Neutralize It",Robert J Charles,0,"17,410.","Want to be the one who breaks free from the constant overthinking that's come to dominate so many of our lives? Need to dive deeper, understand the causes, and then come out the other side stronger than you can ever imagine? Overthinking is when your brain just won't switch off: it feels like it's stuck going around and around on the same loop as a hamster stuck on a wheel. But while the...",2023,English.,» Anxieties & Phobias
Evangelism: A Study Guide,Riaan Engelbrecht,4.00,"32,920.","Evangelism has been discussed over and over, yet it still seems many Christians are not engaging in evangelism. It seems some think they are not called to evangelise, or not equipped or not trained. The truth is, if we follow Jesus, then we are called to evangelise, which is nothing more than telling someone about Jesus. From the outset, evangelism is the work and duty of EVERY believer, thus...",2021,English.,» Christian Ministry / Preaching
The Legend of the Grey Man of Pawleys Island,Christine Vernon,2.99,"29,960.","In the South Strand area along the coast of South Carolina, there is a ghostly legend of a Grey Man who appears to locals and vistors to warn of impending hurricanes. The first sighting of Grey Man occurred in 1822 on the beach of a small community named Pawleys Island. A young man named Will falls in love with his cousin, Rachel during the Revolutionary War period. Their love is dissolved by...",2023,English.,» General
"Who is Satan, really.",Claudius Brown,9.00,"10,420.","Satan is a figure in many religions and mythologies, most notably Christianity and Islam. He is often seen as a powerful, malevolent being who tempts humans to sin and do evil. He is also known as the Devil or Lucifer. The origin of Satan can be traced back to the Hebrew Bible, where he is referred to as ha-Satan (the accuser). In the New Testament, he is described as an angel who rebelled...",2023,English.,» Counseling / general
Abiding in the Fullness of God,Riaan Engelbrecht,4.00,"77,150.","In our pursuit of God, it is once again time to go up the 'mountain' of the Lord, arising from the valley of carnality, for we can no longer pretend everything is fine. We can no longer pretend we are living in the glory and Truth of God. For there is a light that shines over yonder beyond the gate and beyond the valley, beyond the line of the trees where the waters reach to the mountain, for...",2021,English.,» Christian Ministry / Preaching
Gambling Lion,Antoinette George,2.99,"109,510.","Nicholas de Bresancourt, a French aristocrat who had escaped the Revolution and grown up in England, was happy to fight against Napoleon, working undercover as a British military spy. Charming, good looking, he was a lover of many women, but saddled with a wife he neither loved nor wanted. And then there was the dangerous French agent who was obsessed with destroying Nicky and his adoptive family.",2021,English.,» Military
The Elusive Smuggler,Antoinette George,2.99,"113,370.","Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have. He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020,English.,» Family sagas
A Glorious Divine Journey,Riaan Engelbrecht,3.00,"58,680.","This series started 20 years ago with 'Crossroads to Freedom', which was written at the time to help believers, young and mature, to appreciate the greatness, the goodness, the majesty and the love of Christ. For we are all on a spiritual journey, one where we choose daily to either follow the Lord or follow our path.A Glorious Divine Journey Vol 4 is part of the three additional works that...",2021,English.,» Christian Life / Personal Growth
The Determined Duchess,Antoinette George,2.99,"119,400.","Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have… He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020,English.,» Family sagas
Murder at the Moonshine Inn,Maggie King,3.99,"77,840.","When high-powered executive Roxanne Howard dies in a pool of blood outside the Moonshine Inn, Richmond, Virginia's premier redneck bar, the victim's sister enlists Hazel Rose to ferret out the killer. At first Hazel balks--she's a romance writer, not a detective. But Brad Jones, Rox's husband, is the prime suspect. He's also Hazel's cousin, and Hazel believes in doing anything to help family...",2020,English.,» Amateur sleuth
If I Break 3 Book Bundle,Portia Moore,6.99,"253,850.","Christopher Scott isnewly engaged to Jenna, who saw him through an illness he didn't think he could survive. He's finally settling into the life he's always wanted. Until a woman named Lauren arrives on his doorstep. She's intriguing, beautiful, and, try as he might, he can't stay away. For him to put all the pieces in place, he'll have to follow his heart, and that might cost him everything....",2019,English.,» New adult
Building Blocks of Faith: Capstone,Riaan Engelbrecht,5.00,"117,880.","Just as one's DNA is made of chemical building blocks called nucleotides, just so our spiritual composition is made up of building blocks. And such blocks all should form part of the foundation of our faith, with Jesus being the cornerstone. Our entire lives should be built upon Christ, and everything else should flow from God. For a true believer to survive the storms of life, while also...",2022,English.,» Christian Ministry / General
Behind The Shadow: Complete Set: Parts 1-4,Antoinette George,8.50,"465,150.","Georgian Society aristocrat? Astute, wealthy businessman? Ruthless smuggler and pirate? Who was the real Duke of Firle? He'd never found a woman that held his interest for more than a few weeks, until he met HER. Headstrong, unconventional, extremely beautiful, and Francis wanted her. But she despised him... or so she said. Then his sworn enemy caught up with him so would she, could she, save him?",2020,English.,» Family sagas
A Dangerous Church Vol 2: Abiding in the Power of God,Riaan Engelbrecht,4.00,"74,370.","The two volumes of work on A Dangerous Church explore the call of God for the Church to take up her rightful identity as being a light-bearer, a carrier of God's glory, the deliverer of God's message of hope and the guardian of God's Gospel here on earth. As a church, we are supposed to be dangerous to the kingdom of darkness, to lies, deception, spiritual corruption and chaos. We are dangerous...",2021,English.,» Christian Ministry / General
An Unusual Courtship,Antoinette George,2.99,"110,430.","Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have… He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020,English.,» Family sagas
Undercover Lion,Antoinette George,2.99,"120,580.","Soldier and secret agent during the latter part of the Napoleonic wars and present at the epic Battle of Waterloo in 1815; good looking, charismatic and lover of many women, but saddled with a wife he neither loved nor wanted. Nicholas de Bresancourt, Duc de Valenciennes, was a complex man of many talents, but also a tormented one. Memories of his horrific experiences as a small boy in France...",2021,English.,» Military
Aquila – Can Silvanus Escape That God?,Vince Rockston,3.95,"96,640.","Plunge into an unfamiliar era Fearful stone gods served by lewd priestesses. Piracy. Treachery and Love. Wars and rumours of wars. And the constant struggle to survive. Silvanus is a young lad intent on becoming a man. When his God Aquila smiles on him, Silvanus finds a cave of precious gems. His dreams of buying a boat and fleeing his island home are that much closer! Instead, a series of...",2018,English.,» General
The Dangerous Harlot,Antoinette George,2.99,"142,720.","Compelling romance and swashbuckling thrills. Behind The Shadow: The dramatic and gripping story of one man with two lives and the woman he craves, but cannot have… He was the handsome aristocrat and charismatic adventurer who created a dynasty and she was the feisty, unconventional woman he loved. He was English and she was French, two strong-willed people determined never to give in to each...",2020,English.,» Family sagas
Laughing Can Kill You,Maggie King,3.99,"80,160.","He who laughs last, laughs longest. Unless he's dead. When romance author Hazel Rose is dropped by her publisher, she sees herself heading down a path strewn with has-been authors. While disappointed, Hazel won't give up without a fight—she signs up for a mystery-writing class, thinking that crime fiction will jumpstart her career. But what's a mystery-writing class without a mystery? So when...",2021,English.,» Amateur sleuth
Tales of Love Romance and Marriage,Wanda Peters,5.95,"58,630.","Not every great love ends in marriage, Not all marriages end in love.  Sometimes you need to find love outside of marriage.  These are such stories.",2023,English.,» Contemporary
Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer,Ivon Valerie,9.99,"79,830.",Prayer Lifestyle: Navigating Daily Challenges with Faith and Prayer is a comprehensive book written to deepen your spiritual practice through prayer and declaration. This prayer and declaration guide has been created specifically for readers who want to strengthen their bond with God and discover the profound power of praying daily. This book is a must-have for anyone looking to deepen their...,2023,English.,» Prayerbooks / Christian
Dealing With Difficult People Survival Guide,Robert J Charles,0,"16,230.","Want to find a way to stop someone in your life from gaslighting you without having to struggle a day longer? Time to stand up for yourself, show the world your true worth and be more than the difficult people ever thought you would be? You're someone who has so much in life to give, which is why it's such a puzzle that you think you're worth nothing right now. Well, actually, it's entirely...",2023,English.,» Anxieties & Phobias
Etherya's Earth Volume II: Books 4-6,Rebecca Hefner,9.99,"296,590.","From USA Today bestselling author Rebecca Hefner The battle against the Dark Lord rages on... Book 4: The Reluctant Savior A complex heroine who doesn't believe in love must choose to save the realm... Book 5: The Impassioned Choice A new villain emerges, threatening the peace the immortals crave. Book 6: The Cryptic Prophecy The next generation of Etherya's Earth begins… Read the sizzling...",2023,English.,» Witches
Ion Itoafa: The Romanian Banker in Canada,David Itoafa,0,"13,270.","Prezenta carte prezinta date biografice ale familiei autorului, evenimente din copilarie si adolescenta, intimplari din viata cartierului Analdolchioi din Constanta si activitatea professionala in siistemul bancar din Romania. Fotographie ale familiei din Canada unde autorul are statutul de emigrant.",2023,English.,» Author profile
Miracles of Admiration,Sayra Wo,3.99,"8,290.","This book is your new best friend - one that you'll want to keep close at all times and refer to again and again throughout your life. I promise you this is the book like no others.Inside ""Miracles of Admiration"", you'll find a 21-day program that is designed to help you achieve your relationship goals, no matter what your current situation may be.",2022,English.,» Marriage
The Power of Human Sound,Nii Ashaley,15.55,"5,440.",The Power of The Human Sound is a piece of literary art that explores the subtleties of those quiet but powerful mechanisms underlying the human sound and the ensuing noble arts of speech and speech making. It will transform you!,2020,English.,» New thought
How to Escape,Waseem008,10.00,470.,It contains information for situation  handling in emergency situations,2023,BritishEnglish.,» Decision-making & problem solving
Encyclopedia of Herbal Medicine,julius sarino,0,"41,280.",Unlock the Healing Power of 550 Herbs with the Encyclopedia of Herbal Medicine,2023,English.,» herbal medications
Libra The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun,Suzanne White,2.99,"18,160.","No other sign of the occidental horoscope system (except at times the Capricorn) has such a well-developed sense of what is proper and meet in any situation. The Virgo is clear-thinking and almost never misses the mark. Virgo is logical, analytical and keeps a cool head. BOOK SEVEN - LIBRA In this new series, Suzanne White cleverly combines individual Sun signs with Chinese Animal signs to...",2019,English.,» Astrology / eastern
Leo The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"21,150.","THE PERFECT BIRTHDAY GIFT! LEO - YOUR WESTERN SUN SIGN COMBINED WITH YOUR CHINESE ANIMAL SIGN WILL ASTOUND YOU. THIS BOOK IS AN INGENIOUS BLEND OF LEO WITH ALL 12 CHINESE ASTROLOGY SIGNS. FIND OUT MORE ABOUT YOUR OWN NEW ASTROLOGY SIGN AND THOSE OF YOUR LOVERS, FRIENDS, FAMILY AND ENEMIES. In this new series, Suzanne White cleverly combines your Sun sign with your Chinese Animal sign to...",2019,English.,» Astrology / eastern
Your Future in 2022,Suzanne White,5.99,"43,730.","SUZANNE WHITE HAS DONE IT AGAIN!!! Her World Famous Best Selling Yearly Horoscopes are back for 2022 – The Year of the WATER TIGER. What's in store for each of the 24 signs? (Aries thru Pisces & Rat thru Pig) In the next twelve months, will you be healthy? Get rich? Fall in Love? Land a plum job? Get a pet? Get married? Get a new car or a new baby? Suzanne White's Tiger year forecasts are not...",2022,English.,» Astrology / eastern
Cancer The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun,Suzanne White,2.99,"21,940.","CANCER - YOUR WESTERN SUN SIGN COMBINED WITH YOUR CHINESE ANIMAL SIGN WILL ASTOUND YOU. THIS BOOK IS AN INGENIOUS BLEND OF CANCER WITH ALL 12 CHINESE ASTROLOGY SIGNS. FIND OUT MORE ABOUT YOUR OWN NEW ASTROLOGY SIGN AND THOSE OF YOUR LOVERS, FRIENDS, FAMILY AND ENEMIES. CANCER - Emotion is the pitfall of Cancer people. As changeable as their ruler, the Moon, these subjects may shift in minutes...",2019,English.,» Astrology / eastern
Aquarius The New Astrology - Chinese and Western Zodiac Signs,Suzanne White,2.99,"18,790.","A Savvy Blend of your Sun Sign with your Chinese Animal Sign. An Aquarius/Dog is not like an Aquarius Rat or Dragon. The New Astrology™ is the creation of world-renowned best-selling author, Suzanne White, who has come up with a revolutionary way of looking at character by blending the signs of both cultures. You will learn a lot about yourself and even more about those you know - or think you...",2017,English.,» Astrology / eastern
Suzanne White's New Astrology for Lovers,Suzanne White,9.99,"114,630.","This is not your average complicated astrology book. No planets, trines, squares or oppositions to confuse you. New Astrology for Lovers is a guide which examines the compatibilities between the characters of all 24 astrological signs with each other: There are 12 Chinese and 12 western signs.. Suzanne White has matched all pairings of both zodiacs and come up with remarkably accurate results...",2020,English.,» Astrology / eastern
Gemini The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"21,290.","GEMINI THE DESCRIPTION OF YOUR SIGN WITH ALL CHINESE SIGNS WILL ASTOUND YOU. A GEMINI/DOG IS FAR MORE AGGRESSIVE THAN A STRONG-MINDED GEMINI/DRAGON. FIND OUT EVERYTHING YOU NEED TO KNOW ABOUT YOURSELF, YOUR FRIENDS, YOUR FAMILY - AND EVEN ABOUT YOUR DARKEST ENEMIES. GEMINI In this new series, Suzanne White cleverly combines your individual western sign with your Chinese Animal sign to describe...",2019,English.,» Astrology / eastern
Gerald's War,Nigel Davies-Williams,4.18,"154,740.","Gerald is 'Missing Feared Killed!' Would he ever get home now he'd lost his lucky mascot, but did he even want to? Gerald Davies, the eponymous hero of the book has a difficult childhood. His mother, suffering from epilepsy, is forced into an asylum by his father who has taken up with a woman half his age. Unknown to Gerald, the person he knows as his aunt is his real mother. It's 1936 and to...",2022,English.,» Military / World War II
Aries The New Astrology – Chinese and Western Zodiac Signs: The New Astrology by Sun Sign,Suzanne White,2.99,"20,820.","SUZANNE WHITE'S NEW ASTROLOGY™ BY SUN SIGN SERIES BOOK ONE - ARIES. It's astounding! An Aries born in a Dragon year does not have the same basic character as an Aries/Dog or Aries/Rooster. ARIES is the first of the twelve Western signs. We all know Aries as the Soldier of the western Zodiac. And even though it comes first, Aries is often thought of as the baby of the family. Aries respond to...",2019,English.,» I ching
Travels and Tribulations,Tyrel Nelson,2.99,320.,"In the spring of 2020, Tyrel Nelson lost his mother. And he lost his job in the summer. Isolated by the pandemic and hamstrung by agony, he felt forgotten by the world as it marched on. Unhappy, uneasy, and unemployed, he began picking himself up by putting down his thoughts on a yellow legal pad. Battling through his bereavement on paper proved to be cathartic. But he needed more – a writing...",2022,English.,» Essays & Travelogues
